,Polarity,Tweet,Tweet_final_sent_lexicons
630498,1,"@lancearmstrong it's good to see old guys like you tear it up, it inspires older guys like me to do the same ",MENTION good see old guys like tear inspires older guys like POSITIVE POSITIVE POSITIVE NEGATIVE POSITIVE POSITIVE POSITIVE NEGATIVE
370979,1,Any good videos involving Archie? ,good videos involving archie POSITIVE POSITIVE
257881,1,@jonjlatzer thx and its good to see u are looking after ur followers! ,MENTION thx good see laaughking ur followers POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE
607342,0,not feeling good today ,not NEG_feeling NEG_good today NEGATIVE NEGATIVE
531361,1,@AnnaDeStefano Oooh! I sure hope that spider dream means good luck. Big job interview coming up on Monday ,MENTION sure hope spider dream means good luck big job WEBSITE ing monday POSITIVE POSITIVE NEGATIVE NEGATIVE POSITIVE POSITIVE NEGATIVE NEGATIVE
404659,1,@RowdyQueenie I have emailed u the pic  hope ya like it be honest did I do a good job aside from the Jrness,MENTION emailed pic hope like honest good job aside jrness POSITIVE POSITIVE
702108,1,@Keleigh I'm good friends with Gina that you used to work with in oldsmar. Thought I would say hello ,MENTION good friends gina used work oldsmar thought would say hello POSITIVE POSITIVE NEGATIVE NEGATIVE POSITIVE POSITIVE NEGATIVE NEGATIVE
381723,0,@MATTHARDYBRAND good luck with the trip! Have a good one! It will at least be better than being stuck in rainy old England today.... ,MENTION good luck trip good one least better stuck rainy old england today POSITIVE POSITIVE NEGATIVE NEGATIVE POSITIVE POSITIVE NEGATIVE NEGATIVE
443515,1,@somethinglemon great - sounds good ,MENTION great sounds good POSITIVE POSITIVE POSITIVE POSITIVE
99692,1,@trishanson-goodnight! ,MENTION
350477,0,Ok I've eaten 2 of those smore bars lol they were good but now I'm feeling sicko....save me! ,ok eaten smore bars laugh good feeling sicko save POSITIVE POSITIVE NEGATIVE NEGATIVE POSITIVE POSITIVE NEGATIVE NEGATIVE
242740,1,Is working on two project-plans...Damn I'm good at planning ,working two projectplans damn good planning POSITIVE POSITIVE NEGATIVE NEGATIVE POSITIVE POSITIVE NEGATIVE NEGATIVE
480565,0,http://twitpic.com/7gxa0 - From laying in the sun  but good color just tan lines Suk!,URL laying sun good color tan lines suk POSITIVE POSITIVE
436357,1,@mel_mcd haha she has good movie taste.  i'll teach you one day when we're near a computer.,MENTION laaugh good movie taste teach one near WEBSITE puter POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE
213105,0,@SuperWiki my crack-filled brain updated the  shop. but i think my brain cells are fried (design's not very good  )   http://bit.ly/XrGpq,MENTION crackfilled brain updated shop think brain cells fried design not NEG_very NEG_good URL NEGATIVE NEGATIVE
312187,1,"@paupaula Oh wow you're so good, P! It's so amazingly done ",MENTION oh wow good amazingly done POSITIVE POSITIVE POSITIVE POSITIVE
78264,0,just had an awesome dinner with a few good friends at El Tap for the last time.   tonight is going to be awesome.,awesome dinner good friends el tap last time tonight going awesome POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE
158899,1,good morning sunshines ,good morning sunshines POSITIVE POSITIVE
763215,1,weber grill goodness ,weber grill goodness
702658,0,"Saw the Prodigy live yesterday. FUCKING UNBELIEVABLE! So good, front row. Although I've got bruises all over ",saw prodigy live yesterday fucking unbelievable good front row although got bruises POSITIVE NEGATIVE NEGATIVE POSITIVE NEGATIVE NEGATIVE
393728,1,@strangetymes  its all good #andyhurleyday,MENTION good HASHTAG andyhurleyday POSITIVE POSITIVE
57792,1,canas/clement a 6-5 looks good. 7-5 in the first and I need only a 6-4 in the second ,canasclement laaughks good first need second POSITIVE POSITIVE NEGATIVE POSITIVE POSITIVE NEGATIVE
780502,0,@SomethingGirl Maybe he has really good insurance. Our healthcare is great... Just not affordable for all. ,MENTION maybe really good insurance healthcare great not NEG_affordable NEG_for POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE
662120,1,@CandidCIO good luck! hopefully you don't get misrouted due to the construction! ,MENTION good luck hopefully not NEG_get NEG_misrouted due construction POSITIVE POSITIVE NEGATIVE NEGATIVE POSITIVE POSITIVE NEGATIVE NEGATIVE
557835,0,Last ever episode of Angel  whilst not as good as Buffy it's still Joss awesomeness,last ever episode angel whilst not NEG_as NEG_good buffy still joss awesomeness NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE
496984,1,"#goodsex when your man dips honey onto your body and he has to lick you out, if he doesn't - GIVE HIM A COLD SHOWER! ",HASHTAG goodsex man dips honey onto body lick not NEG_give NEG_him cold shower POSITIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE
76161,1,good night all ,good night POSITIVE POSITIVE POSITIVE POSITIVE
163727,1, good morning/afternoon. Things will be great today.,good morningafternoon things great today POSITIVE POSITIVE POSITIVE POSITIVE
143649,1,pizza.steamed veggies.tyra banks. orange juice. goodmorning. ,pizzasteamed veggiestyra banks orange juice goodmorning POSITIVE POSITIVE
799264,1,"@TANGG GT was a good movie...although I spent the first half saying, &quot;WTF?&quot;?! Enjoy! ",MENTION gt good movie although spent first half saying wtf enjoy POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE
191123,0,@titivate lmao good to hear...it's a bumpy ride I must warn you..I'm about to charge my iPod tho can't talk no mo ,MENTION lmao good hear bumpy ride must warn charge ipod tho ca not NEG_talk NEG_not mo POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE
555806,1,I love my Vicky- such a good friend! ,love vicky good friend POSITIVE POSITIVE POSITIVE POSITIVE
488590,1,"we only had a week notice, but still 3's pretty good  Anywyas me &amp; my friends Ã¢ÂÂ¥ u guys heappss, and i hopee we get to meet you!  xx. Fitzy",week notice still pretty good anywyas friends guys heappss hopee meet fitzy POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE
332342,1,time to say good night ,time say good night POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE
216259,1,"@UBlog sounds really good!  btw, I read your blog every day, I love utada. thank you for your good work!",MENTION sounds really good btw read blog every love utada thank good work POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE
730967,1,@italktogalaxies Hi goodmorning. Yes it is in Monrovia/Duarte. We are all going today around 7:30-8. I can come pick you up  Let me kn ...,MENTION hi goodmorning yes monroviaduarte going today around WEBSITE pick let kn POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE
265814,1,@JONNYSAUCE Wat up JS!? Been up to a lot of different stuff (a lot of no good) ,MENTION wat js lot different stuff lot not NEG_good POSITIVE NEGATIVE POSITIVE NEGATIVE
545444,1,@amyjackson10 hahaha...good thing about Twitter? erasing the evidence in the morning! ,MENTION laaugh good thing twitter erasing evidence morning POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE
411770,1,"@Killandra ouch, well I know how that feels!  Glad its fading. Sleep was good, had a really cool dream (which is very rare for me) ",MENTION ouch well know feels glad fading sleep good really cool dream rare POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE
244873,1,just finished at the gym with claw! it was The best! feels so good! gonna join up! ,finished gym claw best feels good gonna join POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE
169274,1,@DEW_me BAHAHAHA! Me too! Oh good!  Gonna do the same when I get on my computer.,MENTION balaaugh oh good gonna WEBSITE puter POSITIVE NEGATIVE POSITIVE NEGATIVE
312260,1,feels good to be out of town for a great vacation with family... ,feels good town great vacation family POSITIVE POSITIVE NEGATIVE POSITIVE POSITIVE NEGATIVE
739268,1,@ThisisDavina good thanks ,MENTION good thanks POSITIVE POSITIVE POSITIVE POSITIVE
578294,0,reliving every moment from 30 years ago with every news report out of iran less than 5 seconds ago- can't be too good for the baby ,reliving every moment years ago every news report iran less seconds ago ca not NEG_be NEG_too good baby POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE
604611,1,Great weekend.. great people lots of drink good times ,great weekend great people lots drink good times POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE
595515,1,@ZnaTrainer The pleasure is mine and there is enough of my goodness to go around lol! I am following you now ,MENTION pleasure mine enough goodness around laugh following POSITIVE POSITIVE POSITIVE NEGATIVE POSITIVE POSITIVE POSITIVE NEGATIVE
487320,0,Not feeling so good ,not NEG_feeling NEG_so good POSITIVE NEGATIVE POSITIVE NEGATIVE
638173,1,But besides that it was sososo fun I danced with fifth graders cause they're too shy to grind  goodnight! ,besides sososo fun danced fifth graders cause shy grind goodnight POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE
545754,1,"@melinda973 hope you had a good time last night, we were glad you could make it... ",MENTION hope good time last night glad could make POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE
616690,1,Damn wht a good workout! The sun is shining and I feel great. ,damn wht good workout sun shining feel great POSITIVE POSITIVE NEGATIVE NEGATIVE POSITIVE POSITIVE NEGATIVE NEGATIVE
9991,1,"Fast &amp; Furious: New Model, Original Parts  a really good film ",fast furious new model original parts really good film POSITIVE POSITIVE NEGATIVE POSITIVE POSITIVE NEGATIVE
361571,1,Its a good morning when you wake up to a cloudless sky and little kids fighting over Irn Bru ,good morning wake cloudless sky little kids fighting irn bru POSITIVE NEGATIVE NEGATIVE POSITIVE NEGATIVE NEGATIVE
633532,1,@kaitgoesrawr26 phone calls from home are really good  they're kinda cute too haha,MENTION phone calls home really good kinda cute laaugh POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE
142753,0,@AndrewTindall I actually feel sorry for you  good luck though! @Annaneko YAYZ! SWORD &gt;: 3,MENTION actually feel sorry good luck though MENTION yayz sword gt POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE
217744,1,"loove lunches at parklands  my new obession is buying samples of everything before buying the actual product, so good for make-up",laaughve lunches parklands new obession buying samples everything buying actual product good makeup POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE
410596,1,@Ja22yBabyy if you like 2 laugh..have a good time..follow me..its just that simple ,MENTION like laugh good time follow simple POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE
270446,1,I am SUCH a good frikken friend!! ,good frikken friend POSITIVE POSITIVE
202695,1,"the good thing: this next week is the last  and then off to school, well just the final exams and then VACATIONS! ",good thing next week last school well final exams vacations POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE
289117,1,"Like she said &quot;fuck her,u know theres others out there, she was just another one onda road&quot; legit shitt  good fucking night everyone!!!!!!",like said fuck heru know theres others another one onda road legit shitt good fucking night everyone POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE
33590,1,@jonsac I blog here: http://whatleydude.com and my photos can be found here http://flickr.com/whatleydude - that good? ,MENTION blog URL photos found URL good POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE
119284,0,"Just finished Angels and Demons.  Really good book  Now I have to go see the move, but I have a feeling they ruined a lot of it ",finished angels demons really good book see move feeling ruined lot POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE
337500,0,"men love to talk about startups, sports, spyware, what happned to good ol sex ",men love talk startups sports spyware happned good ol sex POSITIVE POSITIVE POSITIVE POSITIVE
709294,1,good morning twitterland ,good morning twitterland POSITIVE POSITIVE POSITIVE POSITIVE
514509,1,everybody ! Trois Cafes wish you a very good day !!! Full of joy and profit  bye ! Ã¢ÂÂ« http://blip.fm/~7jiin,everybody trois cafes wish good full joy profit bye URL POSITIVE NEGATIVE POSITIVE NEGATIVE
756232,1,"just watched Pitcure This , i love that movie  !! Ashley Tisdale is such a good actress",watched pitcure love movie ashley tisdale good actress POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE
761716,1,then it didn't change much literally. it was ok i guess. jon's bike was really cool and kates scooter i guess it is for a good cause. ,not NEG_change NEG_much literally ok guess jon bike really cool kates scooter guess good cause POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE
475314,1,"Up was good   I wanna know how Pixar keeps coming up with these random, but good stories...",good wanna know pixar WEBSITE ing random good stories POSITIVE POSITIVE POSITIVE NEGATIVE POSITIVE POSITIVE POSITIVE NEGATIVE
379897,1,"@jcardim What up homie what's good, I see u a Twitterholic LOL ",MENTION homie good see twitterholic laugh POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE
525921,1,"Did a good training today, and the feeling was good! Really enjoyed it  2 weeks and counting until end of exams, looking forward to it!",good training today feeling good really enjoyed weeks counting end exams laaughking forward POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE
250454,0,Saying goodbye to Boston  so sad,saying goodbye boston sad NEGATIVE NEGATIVE NEGATIVE NEGATIVE
542550,0,goodbye monroe and lip  you will be missed.,goodbye monroe lip missed NEGATIVE NEGATIVE NEGATIVE NEGATIVE
676119,1,@MsStylistik @MF213 @thebsideshow @GetEmQ @Bird_E It feels so good to be ME  Gemini's Party Like It's 1999 - Prince!!,MENTION MENTION MENTION MENTION MENTION feels good gemini party like prince POSITIVE NEGATIVE POSITIVE NEGATIVE
426587,0,"So frustrated w my skin rt now.  My face actually hurts. I'm peeling, yet oily &amp; super broken out. And I take pretty good care of my skin ",frustrated skin rt face actually hurts peeling yet oily super broken take pretty good care skin POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE
118817,1,Senior ball was hella fun!!!  good night!!!,senior ball hella fun good night POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE
75621,1,watching myself when I was born. I was ugly. good thing I turned into this ball of cuteness ,watching born ugly good thing turned ball cuteness POSITIVE POSITIVE NEGATIVE NEGATIVE POSITIVE POSITIVE NEGATIVE NEGATIVE
701511,0,@mileycyrus good things just happen for you! SHIT ,MENTION good things happen shit POSITIVE NEGATIVE NEGATIVE POSITIVE NEGATIVE NEGATIVE
101484,0,"wow i can't even write, last FINAL...that is not a good sign for this essay based exam... ",wow ca not NEG_even NEG_write last final not good sign essay based exam POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE
729773,1,"Had a blast in the studio last Friday, making my first album with the band...life is good ",blast studio last friday making first album band life good POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE
176635,1,Angels and Demons was a good way to end a busy week!! And a trip to the Motor Vehicles Dept. will be a great way to start the week! ,angels demons good way end busy week trip motor vehicles dept great way start week POSITIVE POSITIVE NEGATIVE NEGATIVE POSITIVE POSITIVE NEGATIVE NEGATIVE
599258,0,Where's a good book when you need one ? ,good book need one POSITIVE POSITIVE NEGATIVE POSITIVE POSITIVE NEGATIVE
706795,1,good mornin all!!!  ,good mornin POSITIVE POSITIVE POSITIVE POSITIVE
238755,0,@Mikemo327 hahaha I look all bummed  !!! Only a few more days eho!! Then I show you the goods of newyork!,MENTION laaugh laaughk bummed days eho show goods newyork POSITIVE POSITIVE NEGATIVE POSITIVE POSITIVE NEGATIVE
